Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P57748	MMP20_MOUSE	reviewed	Matrix metalloproteinase-20 (MMP-20) (EC 3.4.24.-) (Enamel metalloproteinase) (Enamelysin)	Mmp20	Mus musculus (Mouse)	482
Q6PZE0	MUC19_MOUSE	reviewed	Mucin-19 (MUC-19) (Gel-forming secreted mucin-19) (Sublingual apomucin)	Muc19	Mus musculus (Mouse)	7524
Q8BUE7	MUC20_MOUSE	reviewed	Mucin-20 (MUC-20)	Muc20	Mus musculus (Mouse)	656
Q8JZM8	MUC4_MOUSE	reviewed	Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]	Muc4	Mus musculus (Mouse)	3443
B5X0G2	MUP17_MOUSE	reviewed	Major urinary protein 17 (MUP 17)	Mup17 Mup15	Mus musculus (Mouse)	180
P04938	MUP11_MOUSE	reviewed	Major urinary protein 11	Mup11 Mup9	Mus musculus (Mouse)	181
P04939	MUP3_MOUSE	reviewed	Major urinary protein 3 (MUP 3) (Non-group 1/group 2 MUP15)	Mup3	Mus musculus (Mouse)	184
P11590	MUP4_MOUSE	reviewed	Major urinary protein 4 (MUP 4)	Mup4	Mus musculus (Mouse)	178
P28665	MUG1_MOUSE	reviewed	Murinoglobulin-1 (MuG1)	Mug1 Mug-1	Mus musculus (Mouse)	1476
B1AWI6	MSMP_MOUSE	reviewed	Prostate-associated microseminoprotein (PC3-secreted microprotein homolog)	Msmp Psmp	Mus musculus (Mouse)	139
P19467	MUC13_MOUSE	reviewed	Mucin-13 (MUC-13) (Cell surface antigen 114/A10) (Lymphocyte antigen 64)	Muc13 Ly64	Mus musculus (Mouse)	573
Q80Z19	MUC2_MOUSE	reviewed	Mucin-2 (MUC-2) (Colonic mucin) (MCM) (Secreted gel-forming mucin) (Fragments)	Muc2	Mus musculus (Mouse)	2680
P28666	MUG2_MOUSE	reviewed	Murinoglobulin-2 (MuG2)	Mug2 Mug-2	Mus musculus (Mouse)	1451
P11591	MUP5_MOUSE	reviewed	Major urinary protein 5	Mup5 Mup18	Mus musculus (Mouse)	180
O08540	MSMB_MOUSE	reviewed	Beta-microseminoprotein (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids) (PSP-94) (PSP94)	Msmb Psp94	Mus musculus (Mouse)	113
Q80T03	MUC6_MOUSE	reviewed	Mucin-6 (MUC-6) (Gastric mucin-6) (Secreted gel-forming mucin-6)	Muc6	Mus musculus (Mouse)	2850
P02815	MUCL2_MOUSE	reviewed	Mucin-like protein 2 (16.5 kDa submandibular gland glycoprotein) (Salivary protein 1)	Mucl2 Spt-1 Spt1	Mus musculus (Mouse)	138
Q5FW60	MUP20_MOUSE	reviewed	Major urinary protein 20 (Darcin) (Major urinary protein 24)	Mup20 Mup24	Mus musculus (Mouse)	181
Q61468	MSLN_MOUSE	reviewed	Mesothelin (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]	Msln Mes Mpf	Mus musculus (Mouse)	625
Q9CPT4	MYDGF_MOUSE	reviewed	Myeloid-derived growth factor (MYDGF) (Interleukin-25) (IL-25) (Stromal cell-derived growth factor SF20)	Mydgf D17Wsu104e Il25	Mus musculus (Mouse)	166
O70624	MYOC_MOUSE	reviewed	Myocilin (Trabecular meshwork-induced glucocorticoid response protein) [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]	Myoc Tigr	Mus musculus (Mouse)	490
A2BIM8	MUP18_MOUSE	reviewed	Major urinary protein 18	Mup18 Mup16	Mus musculus (Mouse)	181
P11588	MUP1_MOUSE	reviewed	Major urinary protein 1 (MUP 1)	Mup1	Mus musculus (Mouse)	180
P11589	MUP2_MOUSE	reviewed	Major urinary protein 2 (MUP 2)	Mup2	Mus musculus (Mouse)	180
P02762	MUP6_MOUSE	reviewed	Major urinary protein 6 (MUP 6) (Alpha-2U-globulin) (Group 1, BS6) (allergen Mus m 1)	Mup6	Mus musculus (Mouse)	180
Q99KQ4	NAMPT_MOUSE	reviewed	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1 homolog) (PBEF) (Visfatin)	Nampt Pbef1	Mus musculus (Mouse)	491
O09043	NAPSA_MOUSE	reviewed	Napsin-A (EC 3.4.23.-) (KDAP-1) (Kidney-derived aspartic protease-like protein) (KAP)	Napsa Kdap Nap	Mus musculus (Mouse)	419
P55066	NCAN_MOUSE	reviewed	Neurocan core protein (Chondroitin sulfate proteoglycan 3)	Ncan Cspg3	Mus musculus (Mouse)	1268
P48744	NDP_MOUSE	reviewed	Norrin (Norrie disease protein homolog)	Ndp Ndph	Mus musculus (Mouse)	131
Q9D8I1	MZB1_MOUSE	reviewed	Marginal zone B- and B1-cell-specific protein (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein)	Mzb1 Pacap	Mus musculus (Mouse)	188
P70232	NCHL1_MOUSE	reviewed	Neural cell adhesion molecule L1-like protein (Cell adhesion molecule with homology to L1CAM) (Chl1-like protein) (Close homolog of L1) [Cleaved into: Processed neural cell adhesion molecule L1-like protein]	Chl1 Call	Mus musculus (Mouse)	1209
Q3UQ22	NET5_MOUSE	reviewed	Netrin-5 (Netrin-1-like protein)	Ntn5 Gm484	Mus musculus (Mouse)	452
Q5SSH8	NEUFC_MOUSE	reviewed	Neuferricin (Cytochrome b5 domain-containing protein 2)	Cyb5d2	Mus musculus (Mouse)	263
Q8C119	NDNF_MOUSE	reviewed	Protein NDNF (Epidermacan) (Neuron-derived neurotrophic factor)	Ndnf	Mus musculus (Mouse)	568
O09118	NET1_MOUSE	reviewed	Netrin-1	Ntn1	Mus musculus (Mouse)	604
Q9R1A3	NET3_MOUSE	reviewed	Netrin-3 (Netrin-2-like protein)	Ntn3 Ntn2l	Mus musculus (Mouse)	580
Q9JI33	NET4_MOUSE	reviewed	Netrin-4 (Beta-netrin)	Ntn4	Mus musculus (Mouse)	628
O08762	NETR_MOUSE	reviewed	Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12)	Prss12 Bssp3	Mus musculus (Mouse)	761
O35684	NEUS_MOUSE	reviewed	Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serine protease inhibitor 17) (Serpin I1)	Serpini1 Pi12 Spi17	Mus musculus (Mouse)	410
Q9D3P9	NEUT_MOUSE	reviewed	Neurotensin/neuromedin N [Cleaved into: Large neuromedin N (NmN-125); Neuromedin N (NN) (NmN); Neurotensin (NT); Tail peptide]	Nts	Mus musculus (Mouse)	169
P11672	NGAL_MOUSE	reviewed	Neutrophil gelatinase-associated lipocalin (NGAL) (Lipocalin-2) (SV-40-induced 24P3 protein) (Siderocalin LCN2) (p25)	Lcn2	Mus musculus (Mouse)	200
P70352	NAR5_MOUSE	reviewed	Ecto-ADP-ribosyltransferase 5 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5) (YAC-2)	Art5	Mus musculus (Mouse)	309
Q61477	NBL1_MOUSE	reviewed	Neuroblastoma suppressor of tumorigenicity 1 (N03) (Zinc finger protein DAN)	Nbl1 Dan Dana	Mus musculus (Mouse)	178
Q9CQ45	NENF_MOUSE	reviewed	Neudesin (Neuron-derived neurotrophic factor) (Secreted protein of unknown function) (SPUF protein)	Nenf Spuf	Mus musculus (Mouse)	171
Q8R0W6	NFIP1_MOUSE	reviewed	NEDD4 family-interacting protein 1 (NEDD4 WW domain-binding protein 5)	Ndfip1 N4wbp5	Mus musculus (Mouse)	221
O08692	NGP_MOUSE	reviewed	Neutrophilic granule protein (NGP) (Cystatin-like protein) (Myeloid bactenecin protein) (Myeloid secondary granule protein)	Ngp	Mus musculus (Mouse)	167
O88322	NID2_MOUSE	reviewed	Nidogen-2 (NID-2) (Entactin-2)	Nid2	Mus musculus (Mouse)	1403
P35455	NEU2_MOUSE	reviewed	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-I); Copeptin]	Avp	Mus musculus (Mouse)	168
P01139	NGF_MOUSE	reviewed	Beta-nerve growth factor (Beta-NGF)	Ngf Ngfb	Mus musculus (Mouse)	241
O88998	NOE1_MOUSE	reviewed	Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1) (Pancortin)	Olfm1 Noe1 Noel Noel1	Mus musculus (Mouse)	485
P63056	NOE3_MOUSE	reviewed	Noelin-3 (Olfactomedin-3) (Optimedin)	Olfm3 Noe3	Mus musculus (Mouse)	478
Q64299	NOV_MOUSE	reviewed	Protein NOV homolog (NovH) (CCN family member 3) (Nephroblastoma-overexpressed gene protein homolog)	Nov Ccn3	Mus musculus (Mouse)	354
Q2VWQ2	NELL1_MOUSE	reviewed	Protein kinase C-binding protein NELL1 (NEL-like protein 1)	Nell1	Mus musculus (Mouse)	810
Q99KS2	NGRN_MOUSE	reviewed	Neugrin (FI58Gm) (Neurite outgrowth-associated protein) (m-Neugrin)	Ngrn Fi58g	Mus musculus (Mouse)	293
Q8R116	NOTUM_MOUSE	reviewed	Palmitoleoyl-protein carboxylesterase NOTUM (EC 3.1.1.98)	Notum	Mus musculus (Mouse)	503
Q61220	NELL2_MOUSE	reviewed	Protein kinase C-binding protein NELL2 (MEL91 protein) (NEL-like protein 2)	Nell2 Mel91	Mus musculus (Mouse)	819
Q9CQ76	NEPN_MOUSE	reviewed	Nephrocan	Nepn	Mus musculus (Mouse)	512
P97466	NOGG_MOUSE	reviewed	Noggin	Nog	Mus musculus (Mouse)	232
Q8K4P1	NPB_MOUSE	reviewed	Neuropeptide B (Preproprotein L7) (mPPL7) [Cleaved into: Neuropeptide B-29 (NPB29) (L7C)]	Npb	Mus musculus (Mouse)	119
P10493	NID1_MOUSE	reviewed	Nidogen-1 (NID-1) (Entactin)	Nid1 Ent	Mus musculus (Mouse)	1245
Q8R4B8	NLRP3_MOUSE	reviewed	NACHT, LRR and PYD domains-containing protein 3 (Cold autoinflammatory syndrome 1 protein homolog) (Cryopyrin) (Mast cell maturation-associated-inducible protein 1) (PYRIN-containing APAF1-like protein 1)	Nlrp3 Cias1 Mmig1 Nalp3 Pypaf1	Mus musculus (Mouse)	1033
Q9QXK8	NMU_MOUSE	reviewed	Neuromedin-U [Cleaved into: Neuromedin-U-23 (NmU-23)]	Nmu	Mus musculus (Mouse)	174
Q91V88	NPNT_MOUSE	reviewed	Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain)	Npnt Neph1 Poem	Mus musculus (Mouse)	561
P0C0P8	NPS_MOUSE	reviewed	Neuropeptide S	Nps	Mus musculus (Mouse)	89
Q9ESQ8	NPVF_MOUSE	reviewed	Pro-FMRFamide-related neuropeptide VF (FMRFamide-related peptides) [Cleaved into: Neuropeptide NPSF; Neuropeptide RFRP-1; Neuropeptide NPVF (Neuropeptide RFRP-2)]	Npvf Rfrp	Mus musculus (Mouse)	188
Q9WTX4	NRG4_MOUSE	reviewed	Pro-neuregulin-4, membrane-bound isoform (Pro-NRG4) [Cleaved into: Neuregulin-4 (NRG-4)]	Nrg4	Mus musculus (Mouse)	115
P20181	NTF3_MOUSE	reviewed	Neurotrophin-3 (NT-3) (HDNF) (Nerve growth factor 2) (NGF-2) (Neurotrophic factor)	Ntf3 Ntf-3	Mus musculus (Mouse)	258
Q9CR53	NMB_MOUSE	reviewed	Neuromedin-B [Cleaved into: Neuromedin-B-32; Neuromedin-B]	Nmb	Mus musculus (Mouse)	121
Q8K4Z3	NNRE_MOUSE	reviewed	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase)	Naxe Aibp Apoa1bp	Mus musculus (Mouse)	282
P43021	NODAL_MOUSE	reviewed	Nodal	Nodal	Mus musculus (Mouse)	354
Q8BM13	NOE2_MOUSE	reviewed	Noelin-2 (Olfactomedin-2)	Olfm2	Mus musculus (Mouse)	448
Q9Z0J0	NPC2_MOUSE	reviewed	Epididymal secretory protein E1 (mE1) (Niemann Pick type C2 protein homolog)	Npc2	Mus musculus (Mouse)	149
Q5H8A1	NMS_MOUSE	reviewed	Neuromedin-S	Nms	Mus musculus (Mouse)	153
P57774	NPY_MOUSE	reviewed	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (Neuropeptide tyrosine) (NPY); C-flanking peptide of NPY (CPON)]	Npy	Mus musculus (Mouse)	97
P56974	NRG2_MOUSE	reviewed	Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin 1) (DON-1)]	Nrg2	Mus musculus (Mouse)	756
P97463	NRTN_MOUSE	reviewed	Neurturin	Nrtn	Mus musculus (Mouse)	195
O70340	NPTX2_MOUSE	reviewed	Neuronal pentraxin-2 (NP2) (Neuronal pentraxin II) (NP-II)	Nptx2	Mus musculus (Mouse)	429
O35181	NRG3_MOUSE	reviewed	Pro-neuregulin-3, membrane-bound isoform (Pro-NRG3) [Cleaved into: Neuregulin-3 (NRG-3)]	Nrg3	Mus musculus (Mouse)	713
Q9WVA8	NPFF_MOUSE	reviewed	Pro-FMRFamide-related neuropeptide FF (FMRFamide-related peptides) [Cleaved into: Neuropeptide SF (NPSF); Neuropeptide FF (NPFF); Neuropeptide AF-like (NPAF)]	Npff	Mus musculus (Mouse)	114
Q810U4	NRCAM_MOUSE	reviewed	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (mBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	Nrcam Kiaa0343	Mus musculus (Mouse)	1256
Q61200	NXPH1_MOUSE	reviewed	Neurexophilin-1	Nxph1 Nph1	Mus musculus (Mouse)	271
Q61199	NXPH2_MOUSE	reviewed	Neurexophilin-2	Nxph2 Nph2	Mus musculus (Mouse)	261
Q80VU4	NTF4_MOUSE	reviewed	Neurotrophin-4 (NT-4) (Neurotrophin-5) (NT-5) (Neutrophic factor 4)	Ntf4 Ntf5	Mus musculus (Mouse)	209
Q02819	NUCB1_MOUSE	reviewed	Nucleobindin-1 (CALNUC)	Nucb1 Nuc Nucb	Mus musculus (Mouse)	459
A2AEP0	OBP1B_MOUSE	reviewed	Odorant-binding protein 1b (Odorant-binding protein IB)	Obp1b	Mus musculus (Mouse)	171
A1E960	ODAM_MOUSE	reviewed	Odontogenic ameloblast-associated protein (Apin)	Odam Apin	Mus musculus (Mouse)	273
P83503	NYX_MOUSE	reviewed	Nyctalopin	Nyx	Mus musculus (Mouse)	476
Q8K1H9	OBP2A_MOUSE	reviewed	Odorant-binding protein 2a (Epididymal-specific lipocalin-13)	Obp2a Lcn13	Mus musculus (Mouse)	176
P81117	NUCB2_MOUSE	reviewed	Nucleobindin-2 (DNA-binding protein NEFA) (Prepronesfatin) [Cleaved into: Nesfatin-1]	Nucb2 Nefa	Mus musculus (Mouse)	420
Q8BHP7	OLM2A_MOUSE	reviewed	Olfactomedin-like protein 2A (Photomedin-1)	Olfml2a	Mus musculus (Mouse)	681
Q9EQ09	OLR1_MOUSE	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	Olr1 Lox1	Mus musculus (Mouse)	363
Q920A0	OPT_MOUSE	reviewed	Opticin (Oculoglycan)	Optc Opt	Mus musculus (Mouse)	328
Q80VM9	OTOP1_MOUSE	reviewed	Otopetrin-1	Otop1	Mus musculus (Mouse)	600
Q3UU35	OVOS_MOUSE	reviewed	Ovostatin homolog	Ovos	Mus musculus (Mouse)	1456
Q9Z0L3	OC90_MOUSE	reviewed	Otoconin-90 (Oc90) (Otoconin-95) (Oc95)	Oc90 Onc-95 Pla2ll	Mus musculus (Mouse)	485
P53347	ONCM_MOUSE	reviewed	Oncostatin-M (OSM)	Osm	Mus musculus (Mouse)	263
P86547	OSTC2_MOUSE	reviewed	Osteocalcin-2 (Bone Gla protein 2) (BGP2) (Gamma-carboxyglutamic acid-containing protein 2)	Bglap2	Mus musculus (Mouse)	95
P54615	OSTR_MOUSE	reviewed	Osteocalcin-related protein (Gamma-carboxyglutamic acid-containing protein 3) (Nephrocalcin) (OC-X)	Bglap3 Bglap-rs1	Mus musculus (Mouse)	95
Q4ZJM7	OTOL1_MOUSE	reviewed	Otolin-1	Otol1 Gm414	Mus musculus (Mouse)	482
Q9JIE3	OTOR_MOUSE	reviewed	Otoraplin (Melanoma inhibitory activity-like protein)	Otor Mial	Mus musculus (Mouse)	128
Q52KP5	NXPE4_MOUSE	reviewed	NXPE family member 4 (Protein FAM55D)	Nxpe4 Fam55d	Mus musculus (Mouse)	543
Q91VX5	NXPH3_MOUSE	reviewed	Neurexophilin-3	Nxph3	Mus musculus (Mouse)	252
Q9D3H2	OBP1A_MOUSE	reviewed	Odorant-binding protein 1a (Odorant-binding protein IA)	Obp1a	Mus musculus (Mouse)	163
Q8BK62	OLFL3_MOUSE	reviewed	Olfactomedin-like protein 3	Olfml3	Mus musculus (Mouse)	406
P48076	PA2GC_MOUSE	reviewed	Group IIC secretory phospholipase A2 (GIIC sPLA2) (sPLA2-IIC) (EC 3.1.1.4) (14 kDa phospholipase A2) (PLA2-8) (Phosphatidylcholine 2-acylhydrolase 2C)	Pla2g2c	Mus musculus (Mouse)	150
Q9QXX3	PA2GX_MOUSE	reviewed	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	Pla2g10	Mus musculus (Mouse)	151
P10923	OSTP_MOUSE	reviewed	Osteopontin (2AR) (Bone sialoprotein 1) (Calcium oxalate crystal growth inhibitor protein) (Early T-lymphocyte activation 1 protein) (Minopontin) (Secreted phosphoprotein 1) (SPP-1)	Spp1 Eta-1 Op Spp-1	Mus musculus (Mouse)	294
F7A4A7	OTOGL_MOUSE	reviewed	Otogelin-like protein	Otogl	Mus musculus (Mouse)	2325
Q7M761	OVCH2_MOUSE	reviewed	Ovochymase-2 (EC 3.4.21.-) (Oviductin)	Ovch2 Ovtn	Mus musculus (Mouse)	609
Q8CE23	OX26_MOUSE	reviewed	Orexigenic neuropeptide QRFP (P518) [Cleaved into: QRF-amide (Neuropeptide RF-amide) (Pyroglutamylated arginine-phenylalanine-amide peptide)]	Qrfp	Mus musculus (Mouse)	124
Q8C165	P20D1_MOUSE	reviewed	Probable carboxypeptidase PM20D1 (EC 3.4.17.-) (Peptidase M20 domain-containing protein 1)	Pm20d1	Mus musculus (Mouse)	503
Q3V1T4	P3H1_MOUSE	reviewed	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	P3h1 Gros1 Lepre1	Mus musculus (Mouse)	739
Q8VEB4	PAG15_MOUSE	reviewed	Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)	Pla2g15 Lypla3	Mus musculus (Mouse)	412
Q3UZZ4	OLFM4_MOUSE	reviewed	Olfactomedin-4 (OLM4)	Olfm4	Mus musculus (Mouse)	505
Q3V1G4	OLM2B_MOUSE	reviewed	Olfactomedin-like protein 2B (Photomedin-2)	Olfml2b	Mus musculus (Mouse)	746
O35103	OMD_MOUSE	reviewed	Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD)	Omd	Mus musculus (Mouse)	423
Q925U0	OOSP1_MOUSE	reviewed	Oocyte-secreted protein 1 (Initiate factor 3)	Oosp1 If3	Mus musculus (Mouse)	202
P86546	OSTCN_MOUSE	reviewed	Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)	Bglap	Mus musculus (Mouse)	95
Q9Z0Y2	PA21B_MOUSE	reviewed	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (PLA2-Ib) (Phosphatidylcholine 2-acylhydrolase 1B)	Pla2g1b Pla2	Mus musculus (Mouse)	146
Q9QZT4	PA2GF_MOUSE	reviewed	Group IIF secretory phospholipase A2 (GIIF sPLA2) (sPLA2-IIF) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2F)	Pla2g2f	Mus musculus (Mouse)	168
O70176	PACA_MOUSE	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	Adcyap1 Pacap	Mus musculus (Mouse)	175
P10601	PAHO_MOUSE	reviewed	Pancreatic prohormone (Pancreatic polypeptide) (PP) [Cleaved into: Pancreatic hormone (PH); C-terminal peptide]	Ppy	Mus musculus (Mouse)	100
P22777	PAI1_MOUSE	reviewed	Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)	Serpine1 Mr1 Pai1 Planh1	Mus musculus (Mouse)	402
P12388	PAI2_MOUSE	reviewed	Plasminogen activator inhibitor 2, macrophage (PAI-2) (Serpin B2)	Serpinb2 Pai2 Planh2	Mus musculus (Mouse)	415
Q4FZG8	OOSP2_MOUSE	reviewed	Oocyte-secreted protein 2 (Placenta-specific 1-like protein)	Oosp2 Gm99 Plac1l Tmem122	Mus musculus (Mouse)	168
P61364	OSTN_MOUSE	reviewed	Osteocrin (Musclin)	Ostn	Mus musculus (Mouse)	130
Q8R448	OTOSP_MOUSE	reviewed	Otospiralin (Organ of Corti 10 kDa protein)	Otos Ocp10	Mus musculus (Mouse)	89
Q9WVF6	PA2GD_MOUSE	reviewed	Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)	Pla2g2d Pla2a2 Splash	Mus musculus (Mouse)	144
Q3UW31	PATE2_MOUSE	reviewed	Prostate and testis expressed protein 2 (PATE-like protein M) (PATE-M)	Pate2 Gm846	Mus musculus (Mouse)	111
O08976	PBAS_MOUSE	reviewed	Probasin (PB)	Pbsn Prbs	Mus musculus (Mouse)	174
P31482	PA2GA_MOUSE	reviewed	Phospholipase A2, membrane associated (EC 3.1.1.4) (Enhancing factor) (EF) (GIIC sPLA2) (Group IIA phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 2A)	Pla2g2a	Mus musculus (Mouse)	146
Q9QUL3	PA2GE_MOUSE	reviewed	Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)	Pla2g2e	Mus musculus (Mouse)	142
Q60963	PAFA_MOUSE	reviewed	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	Pla2g7 Pafah	Mus musculus (Mouse)	440
Q9QXV0	PCSK1_MOUSE	reviewed	ProSAAS (IA-4) (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP; Big SAAS (b-SAAS); Little SAAS (l-SAAS); Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)); PEN; PEN-20; PEN-19; Little LEN (l-LEN); Big LEN (b-LEN) (SAAS CT(25-40))]	Pcsk1n	Mus musculus (Mouse)	258
Q8K561	OTOAN_MOUSE	reviewed	Otoancorin	Otoa	Mus musculus (Mouse)	1137
O55225	OTOG_MOUSE	reviewed	Otogelin	Otog Otgn	Mus musculus (Mouse)	2910
Q8BU25	PAMR1_MOUSE	reviewed	Inactive serine protease PAMR1 (Peptidase domain-containing protein associated with muscle regeneration 1) (Regeneration-associated muscle protease homolog)	Pamr1 Ramp	Mus musculus (Mouse)	720
P97391	PA2G5_MOUSE	reviewed	Calcium-dependent phospholipase A2 (EC 3.1.1.4) (Group V phospholipase A2) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	Pla2g5	Mus musculus (Mouse)	137
Q8R4K8	PAPP1_MOUSE	reviewed	Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A)	Pappa	Mus musculus (Mouse)	1624
B3GLJ3	PATE3_MOUSE	reviewed	Prostate and testis expressed protein 3 (Epididymis-specific ESC112) (PATE-like protein DJ) (PATE-DJ)	Pate3 Gm17365	Mus musculus (Mouse)	98
Q09098	PATE4_MOUSE	reviewed	Prostate and testis expressed protein 4 (Calcium transport inhibitor) (Caltrin) (PATE-like protein B) (PATE-B) (Seminal vesicle protein 7) (Seminal vesicle protein VII) (SVS VII)	Pate4 Svs7	Mus musculus (Mouse)	99
Q9WU78	PDC6I_MOUSE	reviewed	Programmed cell death 6-interacting protein (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (E2F1-inducible protein) (Eig2)	Pdcd6ip Aip1 Alix	Mus musculus (Mouse)	869
Q925I7	PDGFD_MOUSE	reviewed	Platelet-derived growth factor D (PDGF-D) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]	Pdgfd Scdgfb	Mus musculus (Mouse)	370
P97298	PEDF_MOUSE	reviewed	Pigment epithelium-derived factor (PEDF) (Caspin) (Serpin F1) (Stromal cell-derived factor 3) (SDF-3)	Serpinf1 Pedf Sdf3	Mus musculus (Mouse)	417
Q9D9N8	PADC1_MOUSE	reviewed	Protease-associated domain-containing protein 1 (Protease-associated domain-containing protein of 21 kDa)	Pradc1 Pap21	Mus musculus (Mouse)	188
O35417	PDYN_MOUSE	reviewed	Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)]	Pdyn	Mus musculus (Mouse)	248
Q8C7K6	PCYXL_MOUSE	reviewed	Prenylcysteine oxidase-like (EC 1.8.3.-)	Pcyox1l	Mus musculus (Mouse)	495
Q04592	PCSK5_MOUSE	reviewed	Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (Subtilisin-like proprotein convertase 6) (SPC6) (Subtilisin/kexin-like protease PC5)	Pcsk5	Mus musculus (Mouse)	1877
